Country Name,Country Code,Region,IncomeGroup,Year,Production
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2005,103.68
Portugal,PRT,Europe & Central Asia,High income,2005,83.12
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2005,55.58
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2005,134.29
French Polynesia,PYF,East Asia & Pacific,High income,2005,107.61
Qatar,QAT,Middle East & North Africa,High income,2005,70.19
Romania,ROU,Europe & Central Asia,High income,2005,90.82
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2005,74.37
Rwanda,RWA,Sub-Saharan Africa,Low income,2005,99.72
Saudi Arabia,SAU,Middle East & North Africa,High income,2005,138.71
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2005,73.9
Singapore,SGP,East Asia & Pacific,High income,2005,74.0
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2005,113.23
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2005,66.33
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,97.13
Somalia,SOM,Sub-Saharan Africa,Low income,2005,102.61
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2005,109.02
Suriname,SUR,Latin America & Caribbean,Upper middle income,2005,63.16
Slovak Republic,SVK,Europe & Central Asia,High income,2005,92.73
Slovenia,SVN,Europe & Central Asia,High income,2005,112.75
Sweden,SWE,Europe & Central Asia,High income,2005,87.69
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2005,91.31
Seychelles,SYC,Sub-Saharan Africa,High income,2005,98.92
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2005,160.42
Chad,TCD,Sub-Saharan Africa,Low income,2005,66.77
Togo,TGO,Sub-Saharan Africa,Low income,2005,70.06
Thailand,THA,East Asia & Pacific,Upper middle income,2005,80.6
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2005,63.61
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2005,132.47
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2005,108.72
Tonga,TON,East Asia & Pacific,Upper middle income,2005,101.61
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2005,141.64
Tunisia,TUN,Middle East & North Africa,Lower middle income,2005,83.11
Turkiye,TUR,Europe & Central Asia,Upper middle income,2005,89.36
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2005,91.69
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2005,55.73
Uganda,UGA,Sub-Saharan Africa,Low income,2005,123.95
Ukraine,UKR,Europe & Central Asia,Lower middle income,2005,63.11
Uruguay,URY,Latin America & Caribbean,High income,2005,56.65
United States,USA,North America,High income,2005,84.04
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2005,60.6
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2005,87.57
"Venezuela, RB",VEN,Latin America & Caribbean,,2005,102.57
Vietnam,VNM,East Asia & Pacific,Lower middle income,2005,72.39
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2005,82.13
Samoa,WSM,East Asia & Pacific,Lower middle income,2005,88.25
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2005,85.06
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2005,92.6
Zambia,ZMB,Sub-Saharan Africa,Low income,2005,58.09
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2005,103.89
Afghanistan,AFG,South Asia,Low income,2006,74.15
Angola,AGO,Sub-Saharan Africa,Lower middle income,2006,53.18
Albania,ALB,Europe & Central Asia,Upper middle income,2006,61.97
United Arab Emirates,ARE,Middle East & North Africa,High income,2006,180.5
Argentina,ARG,Latin America & Caribbean,Upper middle income,2006,75.16
Armenia,ARM,Europe & Central Asia,Upper middle income,2006,76.44
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2006,87.27
Australia,AUS,East Asia & Pacific,High income,2006,93.31
Austria,AUT,Europe & Central Asia,High income,2006,102.2
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2006,88.94
Burundi,BDI,Sub-Saharan Africa,Low income,2006,97.7
Belgium,BEL,Europe & Central Asia,High income,2006,88.66
Benin,BEN,Sub-Saharan Africa,Lower middle income,2006,57.58
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2006,73.49
Bangladesh,BGD,South Asia,Lower middle income,2006,73.75
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2006,71.88
Bahrain,BHR,Middle East & North Africa,High income,2006,99.4
"Bahamas, The",BHS,Latin America & Caribbean,High income,2006,73.04
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2006,99.72
Belarus,BLR,Europe & Central Asia,Upper middle income,2006,96.02
Belize,BLZ,Latin America & Caribbean,Upper middle income,2006,105.02
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2006,68.46
Brazil,BRA,Latin America & Caribbean,Upper middle income,2006,71.77
Barbados,BRB,Latin America & Caribbean,High income,2006,180.35
Brunei Darussalam,BRN,East Asia & Pacific,High income,2006,81.13
Bhutan,BTN,South Asia,Lower middle income,2006,108.48
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2006,75.93
Central African Republic,CAF,Sub-Saharan Africa,Low income,2006,91.76
Canada,CAN,North America,High income,2006,70.82
Switzerland,CHE,Europe & Central Asia,High income,2006,96.44
Chile,CHL,Latin America & Caribbean,High income,2006,88.44
China,CHN,East Asia & Pacific,Upper middle income,2006,75.53
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2006,73.61
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2006,61.41
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2006,47.07
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2006,76.04
Colombia,COL,Latin America & Caribbean,Upper middle income,2006,82.42
Comoros,COM,Sub-Saharan Africa,Lower middle income,2006,94.85
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2006,89.43
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2006,86.93
Cuba,CUB,Latin America & Caribbean,Upper middle income,2006,89.16
Cyprus,CYP,Europe & Central Asia,High income,2006,142.99
Czechia,CZE,Europe & Central Asia,High income,2006,78.17
Germany,DEU,Europe & Central Asia,High income,2006,90.6
Djibouti,DJI,Middle East & North Africa,Lower middle income,2006,74.59
Dominica,DMA,Latin America & Caribbean,Upper middle income,2006,93.49
Denmark,DNK,Europe & Central Asia,High income,2006,84.65
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2006,62.9
Algeria,DZA,Middle East & North Africa,Lower middle income,2006,59.16
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2006,83.18
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2006,89.47
Eritrea,ERI,Sub-Saharan Africa,Low income,2006,114.78
Spain,ESP,Europe & Central Asia,High income,2006,96.05
Estonia,EST,Europe & Central Asia,High income,2006,54.38
Ethiopia,ETH,Sub-Saharan Africa,Low income,2006,51.31
Finland,FIN,Europe & Central Asia,High income,2006,101.75
Fiji,FJI,East Asia & Pacific,Upper middle income,2006,164.99
France,FRA,Europe & Central Asia,High income,2006,96.23
Faroe Islands,FRO,Europe & Central Asia,High income,2006,92.21
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2006,81.04
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2006,74.93
United Kingdom,GBR,Europe & Central Asia,High income,2006,91.65
Georgia,GEO,Europe & Central Asia,Upper middle income,2006,93.36
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2006,68.42
Guinea,GIN,Sub-Saharan Africa,Low income,2006,71.81
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2006,110.39
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2006,73.35
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2006,84.43
Greece,GRC,Europe & Central Asia,High income,2006,101.59
Grenada,GRD,Latin America & Caribbean,Upper middle income,2006,61.58
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2006,65.98
Guyana,GUY,Latin America & Caribbean,Upper middle income,2006,69.67
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2006,98.53
Honduras,HND,Latin America & Caribbean,Lower middle income,2006,84.8
Croatia,HRV,Europe & Central Asia,High income,2006,90.54
Haiti,HTI,Latin America & Caribbean,Lower middle income,2006,65.44
Hungary,HUN,Europe & Central Asia,High income,2006,92.61
Indonesia,IDN,East Asia & Pacific,Lower middle income,2006,78.63
India,IND,South Asia,Lower middle income,2006,75.26
Ireland,IRL,Europe & Central Asia,High income,2006,86.85
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2006,94.7
Iraq,IRQ,Middle East & North Africa,Upper middle income,2006,126.16
Iceland,ISL,Europe & Central Asia,High income,2006,104.67
Israel,ISR,Middle East & North Africa,High income,2006,99.17
Italy,ITA,Europe & Central Asia,High income,2006,112.64
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2006,108.68
Jordan,JOR,Middle East & North Africa,Upper middle income,2006,71.85
Japan,JPN,East Asia & Pacific,High income,2006,104.73
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2006,72.79
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2006,83.08
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2006,86.79
Cambodia,KHM,East Asia & Pacific,Lower middle income,2006,58.91
Kiribati,KIR,East Asia & Pacific,Lower middle income,2006,93.11
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2006,84.24
"Korea, Rep.",KOR,East Asia & Pacific,High income,2006,107.29
Kuwait,KWT,Middle East & North Africa,High income,2006,63.7
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2006,39.68
Lebanon,LBN,Middle East & North Africa,Lower middle income,2006,93.99
Liberia,LBR,Sub-Saharan Africa,Low income,2006,89.54
Libya,LBY,Middle East & North Africa,Upper middle income,2006,87.38
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2006,135.79
Sri Lanka,LKA,South Asia,Lower middle income,2006,79.35
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2006,99.33
Lithuania,LTU,Europe & Central Asia,High income,2006,39.99
Luxembourg,LUX,Europe & Central Asia,High income,2006,112.68
Latvia,LVA,Europe & Central Asia,High income,2006,58.4
"Macao SAR, China",MAC,East Asia & Pacific,High income,2006,92.59
Morocco,MAR,Middle East & North Africa,Lower middle income,2006,89.4
Moldova,MDA,Europe & Central Asia,Upper middle income,2006,86.5
Madagascar,MDG,Sub-Saharan Africa,Low income,2006,90.69
Maldives,MDV,South Asia,Upper middle income,2006,156.99
Mexico,MEX,Latin America & Caribbean,Upper middle income,2006,82.32
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2006,120.83
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2006,84.83
Mali,MLI,Sub-Saharan Africa,Low income,2006,50.01
Malta,MLT,Middle East & North Africa,High income,2006,112.07
Myanmar,MMR,East Asia & Pacific,Lower middle income,2006,95.8
Mongolia,MNG,East Asia & Pacific,Lower middle income,2006,51.01
Mozambique,MOZ,Sub-Saharan Africa,Low income,2006,92.68
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2006,58.24
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2006,115.61
Malawi,MWI,Sub-Saharan Africa,Low income,2006,51.3
Malaysia,MYS,East Asia & Pacific,Upper middle income,2006,92.23
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2006,94.05
New Caledonia,NCL,East Asia & Pacific,High income,2006,86.07
Niger,NER,Sub-Saharan Africa,Low income,2006,56.0
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2006,88.45
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2006,76.72
Netherlands,NLD,Europe & Central Asia,High income,2006,87.7
Norway,NOR,Europe & Central Asia,High income,2006,94.91
Nepal,NPL,South Asia,Lower middle income,2006,72.88
Nauru,NRU,East Asia & Pacific,High income,2006,94.75
New Zealand,NZL,East Asia & Pacific,High income,2006,76.58
Oman,OMN,Middle East & North Africa,High income,2006,67.73
Pakistan,PAK,South Asia,Lower middle income,2006,84.23
Panama,PAN,Latin America & Caribbean,High income,2006,113.82
Peru,PER,Latin America & Caribbean,Upper middle income,2006,74.43
Philippines,PHL,East Asia & Pacific,Lower middle income,2006,86.14
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2006,80.17
Poland,POL,Europe & Central Asia,High income,2006,81.18
Puerto Rico,PRI,Latin America & Caribbean,High income,2006,110.9
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2006,102.55
Portugal,PRT,Europe & Central Asia,High income,2006,90.77
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2006,57.0
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2006,150.41
French Polynesia,PYF,East Asia & Pacific,High income,2006,106.01
Qatar,QAT,Middle East & North Africa,High income,2006,85.77
Romania,ROU,Europe & Central Asia,High income,2006,89.59
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2006,75.2
Rwanda,RWA,Sub-Saharan Africa,Low income,2006,102.45
Saudi Arabia,SAU,Middle East & North Africa,High income,2006,139.07
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2006,58.31
Singapore,SGP,East Asia & Pacific,High income,2006,80.96
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2006,115.69
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2006,80.42
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2006,103.53
Somalia,SOM,Sub-Saharan Africa,Low income,2006,95.51
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2006,108.75
Suriname,SUR,Latin America & Caribbean,Upper middle income,2006,69.44
Slovak Republic,SVK,Europe & Central Asia,High income,2006,82.69
Slovenia,SVN,Europe & Central Asia,High income,2006,100.64
Sweden,SWE,Europe & Central Asia,High income,2006,75.82
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2006,87.17
Seychelles,SYC,Sub-Saharan Africa,High income,2006,99.88
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2006,165.11
Chad,TCD,Sub-Saharan Africa,Low income,2006,62.09
Togo,TGO,Sub-Saharan Africa,Low income,2006,73.51
Thailand,THA,East Asia & Pacific,Upper middle income,2006,82.61
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2006,66.47
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2006,124.52
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2006,111.76
Tonga,TON,East Asia & Pacific,Upper middle income,2006,112.33
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2006,184.61
Tunisia,TUN,Middle East & North Africa,Lower middle income,2006,87.99
Turkiye,TUR,Europe & Central Asia,Upper middle income,2006,91.04
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2006,92.65
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2006,60.62
Uganda,UGA,Sub-Saharan Africa,Low income,2006,121.56
Ukraine,UKR,Europe & Central Asia,Lower middle income,2006,62.6
Uruguay,URY,Latin America & Caribbean,High income,2006,58.55
United States,USA,North America,High income,2006,80.84
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2006,65.42
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2006,89.15
"Venezuela, RB",VEN,Latin America & Caribbean,,2006,100.98
Vietnam,VNM,East Asia & Pacific,Lower middle income,2006,74.72
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2006,82.98
Samoa,WSM,East Asia & Pacific,Lower middle income,2006,87.35
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2006,97.05
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2006,81.87
Zambia,ZMB,Sub-Saharan Africa,Low income,2006,62.99
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,2006,115.41
Afghanistan,AFG,South Asia,Low income,2007,84.84
Angola,AGO,Sub-Saharan Africa,Lower middle income,2007,61.78
Albania,ALB,Europe & Central Asia,Upper middle income,2007,61.1
United Arab Emirates,ARE,Middle East & North Africa,High income,2007,177.96
Argentina,ARG,Latin America & Caribbean,Upper middle income,2007,85.37
Armenia,ARM,Europe & Central Asia,Upper middle income,2007,85.02
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2007,93.86
Australia,AUS,East Asia & Pacific,High income,2007,59.12
Austria,AUT,Europe & Central Asia,High income,2007,107.0
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2007,88.6
Burundi,BDI,Sub-Saharan Africa,Low income,2007,86.3
Belgium,BEL,Europe & Central Asia,High income,2007,94.07
Benin,BEN,Sub-Saharan Africa,Lower middle income,2007,60.18
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2007,55.62
Bangladesh,BGD,South Asia,Lower middle income,2007,78.08
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2007,53.3
Bahrain,BHR,Middle East & North Africa,High income,2007,92.22
"Bahamas, The",BHS,Latin America & Caribbean,High income,2007,78.49
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2007,92.89
Belarus,BLR,Europe & Central Asia,Upper middle income,2007,101.69
Belize,BLZ,Latin America & Caribbean,Upper middle income,2007,104.34
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2007,68.53
Brazil,BRA,Latin America & Caribbean,Upper middle income,2007,77.96
Barbados,BRB,Latin America & Caribbean,High income,2007,181.88
Brunei Darussalam,BRN,East Asia & Pacific,High income,2007,80.93
Bhutan,BTN,South Asia,Lower middle income,2007,108.82
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2007,73.17
Central African Republic,CAF,Sub-Saharan Africa,Low income,2007,96.19
Canada,CAN,North America,High income,2007,69.56
Switzerland,CHE,Europe & Central Asia,High income,2007,107.09
Chile,CHL,Latin America & Caribbean,High income,2007,82.41
China,CHN,East Asia & Pacific,Upper middle income,2007,78.36
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2007,70.64
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2007,65.21
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2007,47.5
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2007,78.43
Colombia,COL,Latin America & Caribbean,Upper middle income,2007,85.26
Comoros,COM,Sub-Saharan Africa,Lower middle income,2007,96.37
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2007,99.27
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2007,83.3
Cuba,CUB,Latin America & Caribbean,Upper middle income,2007,95.23
Cyprus,CYP,Europe & Central Asia,High income,2007,132.14
Czechia,CZE,Europe & Central Asia,High income,2007,85.52
Germany,DEU,Europe & Central Asia,High income,2007,91.69
Djibouti,DJI,Middle East & North Africa,Lower middle income,2007,79.86
Dominica,DMA,Latin America & Caribbean,Upper middle income,2007,96.05
Denmark,DNK,Europe & Central Asia,High income,2007,85.85
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2007,62.22
Algeria,DZA,Middle East & North Africa,Lower middle income,2007,51.52
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2007,86.7
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2007,91.67
Eritrea,ERI,Sub-Saharan Africa,Low income,2007,133.04
Spain,ESP,Europe & Central Asia,High income,2007,94.7
Estonia,EST,Europe & Central Asia,High income,2007,76.51
Ethiopia,ETH,Sub-Saharan Africa,Low income,2007,56.27
Finland,FIN,Europe & Central Asia,High income,2007,108.48
Fiji,FJI,East Asia & Pacific,Upper middle income,2007,142.21
France,FRA,Europe & Central Asia,High income,2007,93.0
Faroe Islands,FRO,Europe & Central Asia,High income,2007,90.4
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2007,82.13
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2007,77.07
United Kingdom,GBR,Europe & Central Asia,High income,2007,86.94
Georgia,GEO,Europe & Central Asia,Upper middle income,2007,118.64
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2007,66.23
Guinea,GIN,Sub-Saharan Africa,Low income,2007,74.78
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2007,75.92
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2007,73.04
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2007,87.85
Greece,GRC,Europe & Central Asia,High income,2007,97.64
Grenada,GRD,Latin America & Caribbean,Upper middle income,2007,65.14
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2007,73.26
Guyana,GUY,Latin America & Caribbean,Upper middle income,2007,68.85
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2007,98.71
Honduras,HND,Latin America & Caribbean,Lower middle income,2007,90.84
Croatia,HRV,Europe & Central Asia,High income,2007,85.29
Haiti,HTI,Latin America & Caribbean,Lower middle income,2007,73.56
Hungary,HUN,Europe & Central Asia,High income,2007,75.12
Indonesia,IDN,East Asia & Pacific,Lower middle income,2007,79.06
India,IND,South Asia,Lower middle income,2007,82.35
Ireland,IRL,Europe & Central Asia,High income,2007,84.16
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,2007,103.56
Iraq,IRQ,Middle East & North Africa,Upper middle income,2007,120.57
Iceland,ISL,Europe & Central Asia,High income,2007,102.12
Israel,ISR,Middle East & North Africa,High income,2007,100.08
Italy,ITA,Europe & Central Asia,High income,2007,108.89
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2007,109.34
Jordan,JOR,Middle East & North Africa,Upper middle income,2007,66.53
Japan,JPN,East Asia & Pacific,High income,2007,107.75
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2007,83.03
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2007,83.69
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2007,88.25
Cambodia,KHM,East Asia & Pacific,Lower middle income,2007,62.78
Kiribati,KIR,East Asia & Pacific,Lower middle income,2007,96.52
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2007,88.88
"Korea, Rep.",KOR,East Asia & Pacific,High income,2007,106.04
Kuwait,KWT,Middle East & North Africa,High income,2007,68.41
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2007,43.11
Lebanon,LBN,Middle East & North Africa,Lower middle income,2007,91.77
Liberia,LBR,Sub-Saharan Africa,Low income,2007,103.32
Libya,LBY,Middle East & North Africa,Upper middle income,2007,89.79
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2007,128.29
Sri Lanka,LKA,South Asia,Lower middle income,2007,77.95
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2007,91.88
Lithuania,LTU,Europe & Central Asia,High income,2007,57.58
Luxembourg,LUX,Europe & Central Asia,High income,2007,107.49
Latvia,LVA,Europe & Central Asia,High income,2007,70.68
"Macao SAR, China",MAC,East Asia & Pacific,High income,2007,97.22
Morocco,MAR,Middle East & North Africa,Lower middle income,2007,68.64
Moldova,MDA,Europe & Central Asia,Upper middle income,2007,69.53
Madagascar,MDG,Sub-Saharan Africa,Low income,2007,92.53
Maldives,MDV,South Asia,Upper middle income,2007,131.02
Mexico,MEX,Latin America & Caribbean,Upper middle income,2007,84.3
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2007,101.0
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2007,80.27
Mali,MLI,Sub-Saharan Africa,Low income,2007,53.2
Malta,MLT,Middle East & North Africa,High income,2007,99.41
Myanmar,MMR,East Asia & Pacific,Lower middle income,2007,100.42
Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,48.62
Mozambique,MOZ,Sub-Saharan Africa,Low income,2007,94.0
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2007,62.11
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2007,104.51
Malawi,MWI,Sub-Saharan Africa,Low income,2007,58.61
Malaysia,MYS,East Asia & Pacific,Upper middle income,2007,91.09
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2007,87.42
New Caledonia,NCL,East Asia & Pacific,High income,2007,81.22
Niger,NER,Sub-Saharan Africa,Low income,2007,58.19
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,80.92
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2007,80.55
Netherlands,NLD,Europe & Central Asia,High income,2007,92.84
Norway,NOR,Europe & Central Asia,High income,2007,92.62
Nepal,NPL,South Asia,Lower middle income,2007,71.53
Nauru,NRU,East Asia & Pacific,High income,2007,96.08
New Zealand,NZL,East Asia & Pacific,High income,2007,82.75
Oman,OMN,Middle East & North Africa,High income,2007,69.48
Pakistan,PAK,South Asia,Lower middle income,2007,87.83
Panama,PAN,Latin America & Caribbean,High income,2007,118.61
Peru,PER,Latin America & Caribbean,Upper middle income,2007,74.98
Philippines,PHL,East Asia & Pacific,Lower middle income,2007,90.94
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2007,87.31
Poland,POL,Europe & Central Asia,High income,2007,90.34
Puerto Rico,PRI,Latin America & Caribbean,High income,2007,113.23
"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,2007,94.02
Portugal,PRT,Europe & Central Asia,High income,2007,82.13
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2007,72.19
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2007,128.41
French Polynesia,PYF,East Asia & Pacific,High income,2007,107.11
Qatar,QAT,Middle East & North Africa,High income,2007,97.01
Romania,ROU,Europe & Central Asia,High income,2007,59.0
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2007,76.2
Rwanda,RWA,Sub-Saharan Africa,Low income,2007,102.02
Saudi Arabia,SAU,Middle East & North Africa,High income,2007,138.42
Senegal,SEN,Sub-Saharan Africa,Lower middle income,2007,51.4
Singapore,SGP,East Asia & Pacific,High income,2007,75.12
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2007,123.99
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2007,68.69
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2007,105.0
Somalia,SOM,Sub-Saharan Africa,Low income,2007,90.59
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2007,107.94
Suriname,SUR,Latin America & Caribbean,Upper middle income,2007,70.83
Slovak Republic,SVK,Europe & Central Asia,High income,2007,76.33
Slovenia,SVN,Europe & Central Asia,High income,2007,103.86
Sweden,SWE,Europe & Central Asia,High income,2007,84.53
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2007,85.72
Seychelles,SYC,Sub-Saharan Africa,High income,2007,95.3
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2007,135.92
Chad,TCD,Sub-Saharan Africa,Low income,2007,62.96
Togo,TGO,Sub-Saharan Africa,Low income,2007,75.88
Thailand,THA,East Asia & Pacific,Upper middle income,2007,90.59
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2007,67.99
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2007,108.98
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,105.52
Tonga,TON,East Asia & Pacific,Upper middle income,2007,155.35
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,179.38
Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,85.49
Turkiye,TUR,Europe & Central Asia,Upper middle income,2007,83.7
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2007,94.62
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,2007,62.49
Uganda,UGA,Sub-Saharan Africa,Low income,2007,125.57
Ukraine,UKR,Europe & Central Asia,Lower middle income,2007,56.54
Uruguay,URY,Latin America & Caribbean,High income,2007,60.9
United States,USA,North America,High income,2007,86.81
